RECORD #(BIBLIO),TITLE,AUTHOR,008 Date One,260|b,260|c,CALL #(BIBLIO),TOT CHKOUT,LOUTDATE
b11819492,Numerical techniques in electromagnetics / Matthew N.O. Sadiku,"Sadiku, Matthew N. O.",1992,"CRC Press,",c1992,QC760 .S24 1992,12,6/9/2011 9:49
b23474592,Computational electrodynamics : the finite-difference time-domain method / Allen Taflove,"Taflove, Allen.",1995,"Artech House,",c1995,QC760 .T34 1995,22,11/10/2012 12:19
b36547621,Computational electrodynamics : the finite-difference time-domain method.,"Taflove, Allen.",2005,"Artech House,",c2005.,QC760 .T34 2005,14,4/7/2014 11:26
b27553899,Radiation detection and measurement / Glenn F. Knoll.,"Knoll, Glenn F.",2000,"Wiley,",c2000.,QC787.C6 K56 2000,15,9/13/2012 14:58
b14008907,"Chem one / Jû§rg Waser, Kenneth N. Trueblood, Charles M. Knobler","Waser, Jû§rg.",1980,"McGraw-Hill,",c1980,QD31.2 .W36 1980,12,9/10/2014 15:26
b31417218,Chemical principles / Steven S. Zumdahl.,"Zumdahl, Steven S.",2005,"Houghton Mifflin,",c2005.,QD33 .Z843 2005,64,9/10/2014 15:04
b36541278,"Chemical, biochemical, and engineering thermodynamics / Stanley I. Sandler.","Sandler, Stanley I., 1940-",2006,"John Wiley & Sons,",c2006.,QD504 .S25 2006,13,9/12/2013 13:49
b26776893,"Thermodynamics and its applications / Jefferson W. Tester, Michael Modell.","Tester, Jefferson W.",1997,"Prentice Hall PTR,",c1997.,QD504 .T37 1997,14,8/23/2012 10:47
b28955584,"Electrochemical methods : fundamentals and applications / Allen J. Bard, Larry R. Faulkner.","Bard, Allen J.",2001,"Wiley,",c2001.,QD553 .B37 2001,39,7/11/2014 11:05
b23657091,"Crystal growth for beginners : fundamentals of nucleation, crystal growth, and epitaxy / Ivan V. Markov","Markov, Ivan V., 1941-",1995,"World Scientific,",c1995,QD921 .M355 1995,11,5/3/2010 12:24
b26155096,Transmission electron microscopy : physics of image formation and microanalysis / Ludwig Reimer.,"Reimer, Ludwig, 1928-",1997,"Springer,",c1997.,QH212.T7 R43 1997,11,12/7/2010 16:26
b22033130,Mathematical biology / J.D. Murray,"Murray, J. D. (James Dickson)",1989,"Springer-Verlag,",c1989,QH323.5 .M88 1989,15,10/21/2013 16:09
b2335558x,"Principles of gene manipulation : an introduction to genetic engineering / R.W. Old, S.B. Primrose","Old, R. W.",1994,"Blackwell Scientific,",1994,QH442 .O42 1994,10,4/5/2010 12:55
b31401570,"An introduction to biomechanics : solids and fluids, analysis and design / Jay D. Humphrey, Sherry L. Delange.","Humphrey, Jay D. (Jay Dowell), 1959-",2004,"Springer,",c2004.,QH513 .H86 2004,10,3/21/2014 11:29
b27002809,"Ecologie numû?rique. English;""Numerical ecology / Pierre Legendre and Louis Legendre.""","Legendre, Pierre, 1946-",1998,"Elsevier,",1998,QH541.15.M34 L4313 1998,12,1/16/2014 11:52
b2353946x,Optical-thermal response of laser-irradiated tissue / edited by Ashley J. Welch and Martin J.C. van Gemert,,1995,"Plenum Press,",c1995,QH642 .O65 1995,12,6/29/2011 15:59
b27108454,"Mathematical physiology / James Keener, James Sneyd.","Keener, James P.",1998,"Springer,",1998,QP33.6.M36 K44 1998,16,11/4/2010 15:32
b27324291,"Physiological control systems : analysis, simulation, and estimation / Michael C.K. Khoo.","Khoo, Michael C. K.",2000,"IEEE Press,",c2000.,QP33.6.M36 K48 2000,12,6/5/2012 11:08
b19816406,"Introduction to protein structure / Carl Branden, John Tooze","Branden, Carl.",1991,"Garland Pub.,",1991,QP551 .B7635 1991,90,1/8/2014 8:34
b23514899,"Handbook of biological effects of electromagnetic fields / edited by Charles Polk, Elliot Postow",,1995,"CRC Press,",1995,QP82.2.E43 C73 1995,10,3/9/2011 19:58
b39938505,The business of healthcare innovation / edited by Lawton R. Burns.,,2005,"Cambridge University Press,",2005,R855.3 .B87 2005,12,12/10/2012 12:28
b33044740,Biomaterials science : an introduction to materials in medicine / edited by Buddy D. Ratner ... [et al.].,,2004,"Elsevier Academic Press,",c2004.,R857.M3 B5735 2004,18,9/5/2012 10:11
b31887545,Handbook of materials for medical devices / edited by J.R. Davis.,,2003,"ASM International,",c2003.,R857.M3 H355 2003,12,4/30/2013 22:11
b22441980,Biomaterials : an introduction / Joon B. Park and Roderic S. Lakes,"Park, Joon Bu.",1992,"Plenum Press,",c1992,R857.M3 P37 1992,13,6/1/2011 13:21
b2710848x,"Biomaterials science and biocompatability / Frederick H. Silver, David L. Christiansen.","Silver, Frederick H., 1949-",1999,"Springer,",c1999.,R857.M3 S553 1999,10,1/24/2013 9:31
b40342827,"Biomedical optics : principles and imaging / Lihong V. Wang, Hsin-i Wu.","Wang, Lihong V.",2007,"Wiley-Interscience,",c2007.,R857.O6 W36 2007,13,5/19/2014 10:42
b28833971,"Titanium in medicine : material science, surface science, engineering, biological responses, and medical applications / D.M. Brunette ...[et al.]",,2001,"Springer,",c2001.,R857.T57 T58 2001,18,8/12/2013 19:12
b28982769,Introduction to radiological physics and radiation dosimetry / Frank Herbert Attix.,"Attix, Frank H.",1986,"Wiley,",c1986.,R895 .A84 1986,11,8/26/2011 15:58
b28834057,"Cardiovascular solid mechanics : cells, tissues, and organs / Jay D. Humphrey.","Humphrey, Jay D. (Jay Dowell), 1959-",2002,"Springer,",c2002.,RC669.9 .H85 2002,13,1/16/2013 11:19
b22249072,"Foundations of medical imaging / Z.H. Cho, Joie P. Jones, Manbir Singh","Cho, Z.-H. (Zang-Hee), 1936-",1993,"John Wiley & Sons,",c1993,RC78.7.D53 C48 1993,16,2/21/2011 12:05
b27421570,"Principles of magnetic resonance imaging : a signal processing perspective / Zhi-Pei Liang, Paul C. Lauterbur.","Liang, Zhi-Pei, 1961-",2000,"SPIE Optical Engineering Press  ;""IEEE Press,""",c2000.,RC78.7.N83 L36 2000,15,10/20/2011 10:29
b22472411,"Biomaterials, medical devices and tissue engineering : an integrated approach / Frederick H. Silver","Silver, Frederick H., 1949-",1994,"Chapman & Hall,",1994,RD132 .S55 1994,19,1/13/2013 14:17
b26206821,"Cybersurgery : advanced technologies for surgical practice / volume editor, Richard M. Satava.",,1998,"Wiley-Liss,",c1998.,RD32 .C93 1998,49,1/29/2011 13:42
b28566452,"Engineering approaches to mechanical and robotic design for minimally invasive surgery (MIS) / Ali Faraz, Shahram Payandeh.","Faraz, Ali.",2000,"Kluwer Academic,",c2000.,RD71 .F36 2000,13,1/6/2010 13:39
b22814243,The billion-dollar molecule : one company's quest for the perfect drug / Barry Werth,"Werth, Barry.",1994,"Simon & Schuster,",c1994,RS380 .W47 1994,19,11/6/2013 11:37
b22696556,"Silent spring, by Rachel Carson","Carson, Rachel, 1907-1964.",1962,Fawcett Publications,[c1962],SB959 .C32,20,5/12/2014 15:56
b23617378,"Of bicycles, bakelites, and bulbs : toward a theory of sociotechnical change / Wiebe E. Bijker","Bijker, Wiebe E.",1995,"MIT Press,",c1995,T14.5 .B54 1995,22,12/19/2011 11:03
b2416995x,A social history of American technology / Ruth S. Cowan.,"Cowan, Ruth Schwartz, 1941-",1997,"Oxford University Press,",1997,T14.5 .C69 1997,10,5/29/2012 18:21
b22858544,Does technology drive history? : the dilemma of technological determinism / edited by Merritt Roe Smith and Leo Marx,,1994,"MIT Press,",c1994,T14.5 .D64 1994,20,3/12/2014 10:48
b23339950,American technological sublime / David E. Nye,"Nye, David E., 1946-",1994,"MIT Press,",c1994,T14.5 .N93 1994,23,1/10/2014 11:20
b12289516,Shaping technology/building society : studies in sociotechnical change / edited by Wiebe E. Bijker and John Law,,1992,"MIT Press,",c1992,T14.5 .S49 1992,19,9/24/2012 11:10
b24031896,Technological change : methods and themes in the history of technology / edited by Robert Fox.,,1996,"Harwood Academic,",c1996.,T15 .T425 1996,10,7/7/2014 11:15
b27953865,"Path dependence and creation / edited by Raghu Garud, Peter Karnû?e.",,2001,"Lawrence Erlbaum Associates,",2001,T173.8 .P37 2001,10,1/12/2012 14:57
b22498278,Nanotechnology playhouse : building machines from atoms / Christopher Lampton   multimedia demonstration by Philip Shaddock,"Lampton, Christopher.",1993,"Waite Group Press,",c1993,T174.7 .L36 1993,12,5/7/2010 17:54
b29525718,Nanotechnology : basic science and emerging technologies / Michael Wilson ... [et al.].,,2002,"Chapman & Hall/CRC,",c2002.,T174.7 .N3735 2002,15,1/14/2014 11:40
b23985069,Nanotechnology : molecular speculations on global abundance / edited by B.C. Crandall.,,1996,"MIT Press,",c1996.,T174.7 .N375 1996,16,5/7/2010 17:54
b29964775,"Introduction to nanotechnology / Charles P. Poole, Jr., Frank J. Owens.","Poole, Charles P.",2003,"John Wiley,",c2003.,T174.7 .P66 2003,11,5/6/2014 21:17
b23320746,"Prospects in nanotechnology : toward molecular manufacturing / edited by Markus Krummenacker, James Lewis","General Conference on Nanotechnology: Development, Applications, and Opportunities (1st : 1992 : Palo Alto, Calif.)",1995,"Wiley,",c1995,T174.7 .P76 1992,22,5/7/2010 17:54
b23416257,Nano : the emerging science of nanotechnology : remaking the world-molecule by molecule / Ed Regis,"Regis, Edward, 1944-",1995,"Little, Brown,",c1995,T174.7 .R44 1995,17,5/7/2010 17:54
b23944493,Graphics and GUIs with MATLAB / Patrick Marchand.,"Marchand, Patrick.",1996,"CRC Press,",c1996.,T385 .M37 1995,15,7/1/2010 15:33
b35804518,Fundamentals of computer graphics / Peter Shirley   with Michael Ashikhmin ... [et. al.].,"Shirley, P. (Peter), 1963-",2005,"AK Peters,",2005,T385 .S434 2005,15,4/1/2014 15:55
b24315874,Beyond engineering : how society shapes technology / Robert Pool.,"Pool, Robert, 1955-",1997,"Oxford University Press,",1997,T45 .P66 1997,16,8/22/2011 8:44
b42340809,Operations research : Models and methods / Paul A. Jensen and Jonathan F. Bard.,"Jensen, Paul A., 1936-",2003,"John Wiley & Sons,",c2003.,T57 .J36 2003,12,3/3/2014 10:56
b23710299,"Introduction to operations research / Frederick S. Hillier, Gerald J. Lieberman","Hillier, Frederick S.",1995,"McGraw-Hill,",1995,T57.6 .H54 1995,43,1/11/2012 19:33
b27979647,"Introduction to operations research / Frederick S. Hillier, Gerald J. Lieberman   cases developed by Karl Schmedders and Molly Stephens   tutorial software developed by Mark Hillier and Michael O'Sullivan.","Hillier, Frederick S.",2001,"McGraw-Hill,",c2001.,T57.6 .H54 2001,56,11/22/2011 11:12
b2808665x,Spreadsheet modeling and decision analysis : a practical introduction to management science / Cliff T. Ragsdale.,"Ragsdale, Cliff T., 1960-",2000,"South-Western College Pub.,","[2000], c2001.",T57.62 .R34 2000,54,10/17/2012 14:02
b35475729,Spreadsheet modeling & decision analysis : a practical introduction to management science / Cliff T. Ragsdale.,"Ragsdale, Cliff T., 1960-",2004,"Thomson/South-Western,",c2004.,T57.62 .R34 2004,10,12/10/2013 11:19
b40555744,Spreadsheet modeling & decision analysis : a practical introduction to management science / Cliff T. Ragsdale.,"Ragsdale, Cliff T., 1960-",2007,"Thomson/South-Western,",c2007.,T57.62 .R34 2007,15,4/11/2014 12:08
b38010252,"Practical management science / Wayne L. Winston, S. Christian Albright   with cases by Mark Broadie, Lawrence L. Lapin, William D. Whisler.","Winston, Wayne L.",2007,"Thomson South-Western,",c2007.,T57.62 .W55 2007,11,9/9/2013 11:34
b23595760,"Introduction to linear optimization / Dimitris Bertsimas, John N. Tsitsiklis.","Bertsimas, Dimitris.",1997,"Athena Scientific,",c1997.,T57.74 .B465 1997,33,10/17/2013 13:15
b38357471,"Nonlinear programming : theory and algorithms / Mokhtar S. Bazaraa, Hanif D. Sherali, C.M. Shetty.","Bazaraa, M. S.",2006,"Wiley-Interscience,",c2006.,T57.8 .B39 2006,11,7/12/2013 14:34
b23595759,Nonlinear programming / Dimitri P. Bertsekas,"Bertsekas, Dimitri P.",1995,"Athena Scientific,",c1995,T57.8 .B47 1995,20,3/27/2013 12:39
b28711968,Dynamic programming and optimal control / Dimitri P. Bertsekas.,"Bertsekas, Dimitri P.",2000,"Athena Scientific,",2000-2001.,T57.83 .B482 2000,25,9/9/2013 11:36
b28711968,Dynamic programming and optimal control / Dimitri P. Bertsekas.,"Bertsekas, Dimitri P.",2000,"Athena Scientific,",2000-2001.,T57.83 .B482 2000,15,4/20/2011 14:47
b48028423,Networks : an introduction / M.E.J. Newman.,"Newman, M. E. J. (Mark E. J.)",2010,"Oxford University Press,",2010,T57.85 .N523 2010,16,6/17/2014 11:07
b26491436,Interface culture : how new technology transforms the way we create and communicate / Steven Johnson.,"Johnson, Steven.",1997,"HarperEdge,",c1997.,T58.5 .J64 1997,18,11/5/2010 15:38
b22647740,InfoCulture : the Smithsonian book of Information Age inventions / Steven Lubar,"Lubar, Steven D.",1993,"Houghton Mifflin,",1993,T58.5 .L83 1993,18,9/27/2013 13:53
b42020980,VBA for modelers : developing decision support systems with Microsoft Excel / S. Christian Albright.,"Albright, S. Christian.",2007,"Thomson/Brooks-Cole,",c2007.,T58.62 .A43 2007,15,4/21/2014 16:44
b4034311x,"Fundamentals of photonics / Bahaa E. A. Saleh, Malvin Carl Teich.","Saleh, Bahaa E. A., 1944-",2007,"Wiley-Interscience,",c2007.,TA1520 .S24 2007,14,9/3/2014 11:37
b37023202,"Photonics : optical electronics in modern communications / Amnon Yariv, Pochi Yeh.","Yariv, Amnon.",2007,"Oxford University Press,",2007,TA1520 .Y37 2007,14,4/24/2014 11:26
b24227870,Mathematics for the fundamentals of engineering (EIT) examination / Max Kurtz.,"Kurtz, Max, 1920-",1997,"McGraw-Hill,",c1997.,TA159 .K78 1997,11,4/7/2013 16:05
b4897545x,"Digital Image processing using MATLABª’ / Rafael C. Gonzalez, Richard E. Woods, Steven L. Eddins.","Gonzalez, Rafael C.",2009,"Gatesmark Publishing,",c2009.,TA1632 .G66 2009,15,7/3/2014 16:49
b22617140,Digital image processing algoriths / Ioannis Pitas,"Pitas, I. (Ioannis)",1993,"Prentice Hall,",1993,TA1632 .P58 1993,14,1/5/2012 16:46
b15671008,Digital image processing / William K. Pratt,"Pratt, William K.",1991,"Wiley,",c1991,TA1632 .P7 1991,11,1/5/2012 16:46
b31857619,"Multiple view geometry in computer vision / Richard Hartley, Andrew Zisserman.","Hartley, Richard.",2003,"Cambridge University Press,",2003,TA1634 .H38 2003,17,5/30/2013 15:55
b23859271,"Machine vision / Ramesh Jain, Rangachar Kasturi, Brian G. Schunck.","Jain, Ramesh, 1949-",1995,"McGraw-Hill,","c1995,",TA1634 .J35 1995,20,5/30/2012 10:16
b29453100,"Introductory techniques for 3-D computer vision / Emanuele Trucco, Alessandro Verri.","Trucco, Emanuele.",1998,"Prentice Hall,",c1998.,TA1634 .T78 1998,20,5/30/2012 10:16
b27723707,Digital image processing algorithms and applications / I. Pitas.,"Pitas, I. (Ioannis)",2000,"Wiley,",c2000.,TA1637 .P58 2000,10,1/10/2010 16:58
b40374026,The image processing handbook / John C. Russ.,"Russ, John C.",2007,"CRC/Taylor and Francis,",c2007.,TA1637 .R87 2007,10,4/20/2014 16:47
b15620803,"Human factors in engineering and design / Mark S. Sanders, Ernest J. McCormick","Sanders, Mark S.",1993,"McGraw-Hill,",c1993,TA166 .S33 1993,21,9/10/2012 9:04
b23846586,Optical electronics in modern communications / Amnon Yariv.,"Yariv, Amnon.",1997,"Oxford University Press,",1997,TA1675 .Y37 1997,33,4/5/2011 11:35
b23941649,"Ultrashort laser pulse phenomena : fundamentals, techniques, and applications on a femtosecond time scale / Jean-Claude Diels, Wolfgang Rudolph.","Diels, Jean-Claude.",1996,"Academic Press,",c1996.,TA1677 .D54 1996,19,7/2/2012 9:57
b22448433,Laser processing in manufacturing / edited by R.C. Crafer and P. J. Oakley,,1993,"Chapman & Hall,",1993,TA1677 .L3676 1993,10,8/27/2014 15:38
b29954290,"Optical waves in crystals : propagation and control of laser radiation / Amnon Yariv, Pochi Yeh.","Yariv, Amnon.",2003,"Wiley-Interscience,",2003,TA1677 .Y37 2003,14,2/21/2014 11:17
b28579604,Applied system identification / Jer-Nan Juang.,"Juang, Jer-Nan.",1994,"Prentice Hall,",c1994.,TA168 .J83 1994,13,7/11/2014 11:03
b37840472,The laws of simplicity / John Maeda.,"Maeda, John.",2006,"MIT Press,",c2006.,TA168 .M255 2006,12,1/13/2011 15:51
b30346654,Environmental engineering science / William W. Nazaroff and Lisa Alvarez-Cohen.,"Nazaroff, W. W.",2001,"Wiley,",c2001.,TA170 .N39 2001,53,9/18/2013 15:01
b2362436x,Semiconductor optoelectronics : physics and technology / Jasprit Singh,"Singh, Jasprit.",1995,"McGraw-Hill,",c1995,TA1750 .S57 1995,10,5/26/2014 20:28
b29081439,Contemporary engineering economics / Chan S. Park.,"Park, Chan S.",2002,"Prentice Hall,",c2002.,TA177.4 .P369 2002,10,9/1/2011 10:10
b3877429x,"Engineering economy / William G. Sullivan, Elin M. Wicks, James T. Luxhoj.","Sullivan, William G., 1942-",2006,"Pearson/Prentice Hall,",c2006.,TA177.4 .S85 2006,12,11/13/2013 9:06
b49925180,"Engineering economy / William G. Sullivan, Elin M. Wicks, C. Patrick Koelling.","Sullivan, William G., 1942-",2012,"Prentice Hall,",c2012.,TA177.4 .S85 2012,12,2/27/2014 1:30
b26488632,Advanced engineering mathematics / Michael D. Greenberg.,"Greenberg, Michael D., 1935-",1998,"Prentice Hall,",c1998.,TA330 .G725 1998,21,9/24/2014 9:54
b37428445,Advanced engineering mathematics / Peter V. O'Neil.,"O'Neil, Peter V.",2007,"Thomson,",c2007.,TA330 .O53 2007,13,9/3/2013 14:25
b37234298,"Probability concepts in engineering : emphasis on applications in civil & environmental engineering / Alfredo H-S. Ang, Wilson H. Tang.","Ang, Alfredo Hua-Sing, 1930-",2007,"Wiley,",c2007.,TA340 .A5 2007,13,1/29/2014 12:00
b38357306,Probability & statistics for engineers & scientists / Ronald E. Walpole ... [et al.].,,2007,"Pearson Prentice Hall,",c2007.,TA340 .P738 2007,23,9/19/2012 10:54
b27385590,Introduction to probability and statistics for engineers and scientists / Sheldon M. Ross.,"Ross, Sheldon M.",2000,"Harcourt/Academic Press,",c2000.,TA340 .R67 2000,62,3/20/2010 15:53
b13894651,"Introduction to engineering systems / Raymond G. Jacquot, Francis M. Long","Jacquot, Raymond G., 1938-",1988,"Allyn and Bacon,",c1988,TA342 .J33 1988,29,2/16/2010 17:23
b12295310,FORTRAN 77 for engineers / Bruce J. Torby,"Torby, Bruce J.",1991,"Prentice Hall,",1991,TA345 .T65 1991,16,8/30/2011 10:14
b23686753,Finite element procedures / Klaus-Jû§rgen Bathe,"Bathe, Klaus-Jû§rgen.",1996,"Prentice Hall,",c1996,TA347.F5 B36 1996,20,1/9/2013 14:37
b28904461,The finite element method for engineers / Kenneth H. Huebner ... [et al.].,,2001,"J. Wiley,",c2001.,TA347.F5 F83 2001,14,11/20/2013 11:46
b23954905,"The finite element method using MATLAB / Young W. Kwon, Hyochoong Bang.","Kwon, Young W.",1997,"CRC Press,",c1997.,TA347.F5 K86 1997,20,7/19/2010 14:26
b27850195,"The finite element method using MATLAB / Young W. Kwon, Hyochoong Bang.","Kwon, Young W.",2000,"CRC Press,",c2000.,TA347.F5 K86 2000,19,9/3/2013 14:19
b2405687x,Engineering mechanics. Statics and dynamics / Irving H. Shames.,"Shames, Irving Herman, 1923-",1997,"Prentice Hall,",c1997.,TA350 .S492 1997,12,3/8/2011 11:49
b2808651x,"Engineering mechanics : dynamics / Arthur P. Boresi, Richard J. Schmidt.","Boresi, Arthur P. (Arthur Peter), 1924-",2001,"Brooks/Cole,",c2001.,TA352 .B67 2001,10,6/26/2013 12:16
b2271215x,Engineering vibration / Daniel J. Inman,"Inman, D. J.",1994,"Prentice Hall,",c1994,TA355 .I519 1994,12,5/6/2011 13:20
b28842418,"Identification and control of mechanical systems / Jer-Nan Juang, Minh Q. Phan.","Juang, Jer-Nan.",2001,"Cambridge University Press,",2001,TA355 .J83 2001,17,3/18/2014 9:12
